@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,frequency,unit,time,Frequency,Unit,Time
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-04,1991-04-04,4.0575,4.0575,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-05,1991-04-05,4.0375,4.0375,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-08,1991-04-08,3.96,3.96,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-09,1991-04-09,4.0,4.0,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-10,1991-04-10,4.0235,4.0235,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-11,1991-04-11,3.9865,3.9865,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-12,1991-04-12,4.0175,4.0175,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-15,1991-04-15,3.9775,3.9775,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-16,1991-04-16,4.024,4.024,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-17,1991-04-17,4.07,4.07,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-18,1991-04-18,4.121,4.121,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-19,1991-04-19,3.9525,3.9525,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-22,1991-04-22,3.92,3.92,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-23,1991-04-23,3.945,3.945,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-24,1991-04-24,3.9375,3.9375,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-25,1991-04-25,3.874,3.874,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-26,1991-04-26,3.9,3.9,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-29,1991-04-29,3.8875,3.8875,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-04-30,1991-04-30,3.9335,3.9335,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-01,1991-05-01,3.9725,3.9725,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-02,1991-05-02,3.9335,3.9335,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-03,1991-05-03,4.0175,4.0175,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-07,1991-05-07,4.025,4.025,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-08,1991-05-08,4.025,4.025,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-09,1991-05-09,4.0625,4.0625,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-10,1991-05-10,4.0325,4.0325,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-13,1991-05-13,4.036,4.036,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-14,1991-05-14,4.0025,4.0025,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-15,1991-05-15,4.117,4.117,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-16,1991-05-16,4.1,4.1,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-17,1991-05-17,4.0165,4.0165,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-20,1991-05-20,4.005,4.005,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-21,1991-05-21,4.04,4.04,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-22,1991-05-22,4.09,4.09,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-23,1991-05-23,4.0375,4.0375,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-24,1991-05-24,4.05,4.05,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-28,1991-05-28,4.059,4.059,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-29,1991-05-29,4.142,4.142,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-30,1991-05-30,4.1175,4.1175,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-05-31,1991-05-31,4.1325,4.1325,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-03,1991-06-03,4.156,4.156,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-04,1991-06-04,4.1525,4.1525,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-05,1991-06-05,4.166,4.166,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-06,1991-06-06,4.2415,4.2415,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-07,1991-06-07,4.4915,4.4915,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-10,1991-06-10,4.571,4.571,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-11,1991-06-11,4.481,4.481,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-12,1991-06-12,4.514,4.514,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-13,1991-06-13,4.465,4.465,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-14,1991-06-14,4.51,4.51,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-17,1991-06-17,4.3885,4.3885,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-18,1991-06-18,4.4775,4.4775,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-19,1991-06-19,4.4315,4.4315,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-20,1991-06-20,4.4425,4.4425,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-21,1991-06-21,4.4425,4.4425,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-24,1991-06-24,4.341,4.341,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-25,1991-06-25,4.36,4.36,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-26,1991-06-26,4.4175,4.4175,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-27,1991-06-27,4.355,4.355,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-06-28,1991-06-28,4.4535,4.4535,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-01,1991-07-01,4.4525,4.4525,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-02,1991-07-02,4.424,4.424,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-03,1991-07-03,4.4275,4.4275,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-04,1991-07-04,4.495,4.495,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-05,1991-07-05,4.5335,4.5335,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-08,1991-07-08,4.505,4.505,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-09,1991-07-09,4.4615,4.4615,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-10,1991-07-10,4.4765,4.4765,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-11,1991-07-11,4.42,4.42,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-12,1991-07-12,4.38,4.38,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-15,1991-07-15,4.39,4.39,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-16,1991-07-16,4.3725,4.3725,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-17,1991-07-17,4.4025,4.4025,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-18,1991-07-18,4.4475,4.4475,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-19,1991-07-19,4.395,4.395,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-22,1991-07-22,4.4015,4.4015,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-23,1991-07-23,4.325,4.325,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-24,1991-07-24,4.231,4.231,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-25,1991-07-25,4.1275,4.1275,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-26,1991-07-26,4.1005,4.1005,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-29,1991-07-29,4.109,4.109,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-30,1991-07-30,4.0475,4.0475,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-07-31,1991-07-31,4.0675,4.0675,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-01,1991-08-01,4.054,4.054,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-02,1991-08-02,3.9715,3.9715,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-05,1991-08-05,3.935,3.935,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-06,1991-08-06,3.9585,3.9585,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-07,1991-08-07,3.965,3.965,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-08,1991-08-08,3.9725,3.9725,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-09,1991-08-09,3.9665,3.9665,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-12,1991-08-12,3.9915,3.9915,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-13,1991-08-13,3.9535,3.9535,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-14,1991-08-14,3.946,3.946,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-15,1991-08-15,3.97,3.97,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-16,1991-08-16,3.9615,3.9615,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-19,1991-08-19,4.0475,4.0475,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-20,1991-08-20,4.0025,4.0025,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-21,1991-08-21,3.93,3.93,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-22,1991-08-22,3.9425,3.9425,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-23,1991-08-23,3.88,3.88,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-27,1991-08-27,3.9535,3.9535,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-28,1991-08-28,3.95,3.95,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-29,1991-08-29,3.941,3.941,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-08-30,1991-08-30,3.815,3.815,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-02,1991-09-02,3.831,3.831,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-03,1991-09-03,3.8735,3.8735,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-04,1991-09-04,3.928,3.928,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-05,1991-09-05,3.8625,3.8625,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-06,1991-09-06,3.871,3.871,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-09,1991-09-09,4.003,4.003,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-10,1991-09-10,4.0635,4.0635,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-11,1991-09-11,3.97,3.97,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-12,1991-09-12,3.9715,3.9715,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-13,1991-09-13,3.965,3.965,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-16,1991-09-16,4.06,4.06,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-17,1991-09-17,4.0775,4.0775,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-18,1991-09-18,4.094,4.094,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-19,1991-09-19,4.095,4.095,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-20,1991-09-20,4.0725,4.0725,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-23,1991-09-23,4.1225,4.1225,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-24,1991-09-24,4.245,4.245,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-25,1991-09-25,4.235,4.235,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-26,1991-09-26,4.2215,4.2215,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-27,1991-09-27,4.09,4.09,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-09-30,1991-09-30,4.135,4.135,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-01,1991-10-01,4.1465,4.1465,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-02,1991-10-02,4.216,4.216,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-03,1991-10-03,4.1735,4.1735,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-04,1991-10-04,4.1725,4.1725,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-07,1991-10-07,4.13,4.13,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-08,1991-10-08,4.071,4.071,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-09,1991-10-09,4.0825,4.0825,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-10,1991-10-10,4.1175,4.1175,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-11,1991-10-11,4.05,4.05,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-14,1991-10-14,4.0985,4.0985,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-15,1991-10-15,4.0765,4.0765,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-16,1991-10-16,4.0525,4.0525,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-17,1991-10-17,4.125,4.125,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-18,1991-10-18,4.12,4.12,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-21,1991-10-21,4.173,4.173,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-22,1991-10-22,4.1575,4.1575,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-23,1991-10-23,4.145,4.145,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-24,1991-10-24,4.0865,4.0865,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-25,1991-10-25,4.1215,4.1215,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-28,1991-10-28,4.0835,4.0835,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-29,1991-10-29,4.0525,4.0525,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-30,1991-10-30,4.1125,4.1125,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-10-31,1991-10-31,4.09,4.09,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-01,1991-11-01,4.102,4.102,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-04,1991-11-04,4.0785,4.0785,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-05,1991-11-05,4.105,4.105,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-06,1991-11-06,4.0725,4.0725,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-07,1991-11-07,4.07,4.07,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-08,1991-11-08,4.025,4.025,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-11,1991-11-11,4.0375,4.0375,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-12,1991-11-12,4.035,4.035,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-13,1991-11-13,4.049,4.049,D,USD,,Daily,US Dollar,
daily,LBMA,silver,LBMA Silver Prices,silver_D_USD,LBMA Silver Prices - Daily - USD,1991-11-14,1991-11-14,4.0435,4.0435,D,USD,,Daily,US Dollar,
